"","nigmsProjData.PI_IDS","nigmsProjData.PI_NAMEs"
"79898","8691136; 7857103 (contact); 8417212; ","ANDREEV, OLEG A; ENGELMAN, DONALD M. (contact); RESHETNYAK, YANA K;"
"79899","2132494 (contact); 1883003; ","CRAVATT, BENJAMIN F (contact); KODADEK, THOMAS J.;"
"79900","1876807; ","THOMPSON, ELIZABETH ALISON;"
"79901","9369471; ","YANG, WEIDONG ;"
"79902","1894756; ","RAUSHEL, FRANK M.;"
"79903","1865606; ","GOODSELL, DAVID S;"
"79904","; ",",  ;"
"79905","1887015; ","DEUTSCH, CAROL J;"
"79906","7294069; ","SEHORN, MICHAEL G.;"
"79907","1927890; 1983669 (contact); ","BROW, DAVID A; BUTCHER, SAMUEL E (contact);"
"79908","7831217; ","SHOWALTER, SCOTT A;"
"79909","2435934; ","SIEGAL, MARK L;"
"79910","1893650; ","COLLINS, KATHLEEN ;"
"79911","8501918; ","BAUM, DANA A;"
"79912","1964364; ","MUIR, TOM ;"
"79913","9192897; ","SOBOLOFF, JONATHAN A;"
"79914","6320746; ","WEIS, WILLIAM I;"
"79915","6490625; ","CHEN, XIAOJIANG S;"
"79916","6090393; ","FUSHMAN, DAVID ;"
"79917","1863229; ","OAS, TERRENCE GILBERT;"
"79918","8970177; ","SALMON, NORMAN JAMES;"
"79919","1883212; ","FERRELL, JAMES E.;"
"79920","10484287 (contact); 1944288; ","MARKO, MICHAEL  (contact); MCEWEN, BRUCE F;"
"79921","1865607; ","MAUPIN-FURLOW, JULIE A;"
"79922","1879392; ","HIRSH, JAY ;"
"79923","10560689; ","DANE, ERIC LAWRENCE;"
"79924","7032790; ","ZONG, WEI-XING ;"
"79925","8041213; ","YENDE, SACHIN ;"
"79926","9609929; ","LI, BING ;"
"79927","1881187; ","BILLIAR, TIMOTHY R;"
"79928","1868703; ","OSTAP, E. MICHAEL;"
"79929","6138401; ","CHEMLER, SHERRY R;"
"79930","1867667; ","DOWNING, KENNETH H;"
"79931","2790179; ","VAKSER, ILYA ;"
"79932","1884466; ","WHITTINGTON, ROBERT A;"
"79933","1929529; ","HILSER, VINCENT J.;"
"79934","8787954; ","GIRALDEZ, ANTONIO J;"
"79935","9338767; ","BUCKLEY-NIEVES, NANCY ELIZABETH;"
"79936","1893706; ","BEESE, LORENA S.;"
"79937","10603115; ","THOMSON, JAMES ALEXANDER;"
"79938","1875984; ","COFFINO, PHILIP ;"
"79939","1879140; ","UHLENBECK, OLKE C;"
"79940","1884429; ","NAGARKATTI, PRAKASH S;"
"79941","1973481; ","CHENG, XIAODONG ;"
"79942","10213341; ","MARTINEZ, NATALIA ;"
"79943","9823639; ","KLEIN, ERIC A.;"
"79944","10414693; ","LI, ZONGLI ;"
"79945","1943415; ","LUNTE, SUSAN M;"
"79946","1879382; ","FROHMAN, MICHAEL A.;"
"79947","1881166; ","GOLIC, KENT G;"
"79948","1858963; ","MACARA, IAN G;"
"79949","1879138; ","CHAZIN, WALTER J;"
"79950","10665774; ","CHEN, IRENE A;"
"79951","1890285; ","BOISVERT, WILLIAM A;"
"79952","9375830; ","RINGSTAD, NIELS ;"
"79953","8465152; ","ABRAMSON, JEFFREY S;"
"79954","1894537; ","BARNES, STEPHEN ;"
"79955","1887643; ","GARTENBERG, MARC R.;"
"79956","1887840; ","SLUDER, GREENFIELD ;"
"79957","6093730; ","BULT, CAROL J;"
"79958","8659803; ","HAMME, ASHTON T;"
"79959","1925878; ","SCHWACHA, ANTHONY ;"
"79960","8784931; ","YANG, ZHENBIAO ;"
"79961","1887630; ","WOODARD, RONALD WESLEY;"
"79962","8237688; ","DOVICHI, NORMAN J;"
"79963","1901666; ","DARST, SETH A.;"
"79964","1883164; ","CASSIMERIS, LYNNE ;"
"79965","2020269; ","MANGELSDORF, DAVID J;"
"79966","1888547; ","CHOW, SAMSON A;"
"79967","9243803; ","LANMAN, JASON KENNETH;"
"79968","1878787; ","ROKITA, STEVEN E;"
"79969","9880771; ","RANGANATHAN, RADHA ;"
"79970","8320680; ","SALEMI, MARCO ;"
"79971","7034494; ","DULIN, NICKOLAI O;"
"79972","9243501; ","BYRUM, STEPHANIE ;"
"79973","6868613; ","COOK, JEANETTE GOWEN;"
"79974","1878881; ","REISLER, EMIL ;"
"79975","1885431; ","BUSHWELLER, JOHN HACKETT;"
"79976","7649129; ","TAGARE, HEMANT D;"
"79977","1974040; ","MEGRAW, TIMOTHY L;"
"79978","1964353; ","DAVIDSON, VICTOR L;"
"79979","1863669; ","HILDEBRANDT, JOHN D;"
"79980","1863075; ","LOOMIS, WILLIAM F;"
"79981","1860474; ","FENSELAU, CATHERINE C;"
"79982","8027875; ","BORDENSTEIN, SETH R;"
"79983","1875141; ","MENG, IAN D;"
"79984","7943613; ","WINGREEN, NED S;"
"79985","1983365; ","KOH, JOHN T;"
"79986","1876138; ","REINITZ, JOHN B.;"
"79987","10891747; ","EIBERGEN, NORA R;"
"79988","1863385; ","BERMAN, HELEN M;"
"79989","7234735; ","FRATTI, RUTILIO A;"
"79990","7075982; ","ALBIG, ALLAN R;"
"79991","6709046; ","BAYMAN, PAUL ;"
"79992","9946128; ","ASTORINO, TODD ANTHONY;"
"79993","1889274; ","HERNDON, DAVID N.;"
"79994","1858054; ","LENTZ, BARRY R;"
"79995","1863323; ","PRESTEGARD, JAMES H.;"
"79996","6125110; ","BRASS, LAWRENCE F;"
"79997","8656994; ","GRONENBORN, ANGELA M.;"
"79998","9422748; ","FISHER, ADAM CHARLES;"
"79999","1879844; ","ATKINS, WILLIAM M;"
"80000","9093972; ","KOMEILI, ARASH ;"
"80001","1898868; ","CHEN, HERBERT ;"
"80002","7643411; ","VAN HOOF, AMBRO ;"
"80003","1860233; ","TAINER, JOHN A;"
"80004","8949715; ","HUANG, TONY TUNG;"
"80005","10213218; ","SMITH, BRIAN CHRISTOPHER;"
"80006","1879472; ","JENNINGS, PATRICIA A;"
"80007","6139020; ","ZHUANG, XIAOWEI ;"
"80008","1893922; ","KELLY, JEFFERY W;"
"80009","1869186; ","MILLER, VIRGINIA L;"
"80010","1886379; ","COLLUM, DAVID B.;"
"80011","1955206; ","HU, WEI-SHOU ;"
"80012","1879130; ","KLEVIT, RACHEL E;"
"80013","1868338; ","VAN DOREN, STEVEN R;"
"80014","8664857; ","AIKHIONBARE, FELIX O;"
"80015","8846098; ","NEWBY, BI-MIN ;"
"80016","1941644; ","GERTLER, FRANK B;"
"80017","7941754; ","WEI, HUAFENG ;"
"80018","1954129; ","ZHANG, X. PETER ;"
"80019","1862815; ","ROBERTS, RICHARD J.;"
"80020","8771498; ","XIE, JIAHUA ;"
"80021","1896364; ","KINTNER, CHRISTOPHER ROBERT;"
"80022","1870012; ","CHANG, GEOFFREY A;"
"80023","9705144; ","SUBRAMANIAM, BALACHUNDHAR ;"
"80024","1883117; ","SHAPIRO, LUCILLE ;"
"80025","1859084; ","MARTINIS, SUSAN A;"
"80026","1883195; ","PEIFER, MARK A.;"
"80027","8724545; ","JOHNSON, JAMES EDWARD;"
"80028","1927948; ","WAYNE, MARTA L;"
"80029","1883140; ","DAGGETT, VALERIE D;"
"80030","1858112; ","WALDMAN, SCOTT A;"
"80031","8477398; ","MOOTHA, VAMSI KRISHNA;"
"80032","8427399; ","WEINSTEIN, STEVEN LEE;"
"80033","1863167; ","GIACOMINI, KATHLEEN M;"
"80034","1965003; ","ESTELLE, MARK A;"
"80035","9356898; ","BARTZ, RAQUEL R;"
"80036","10329368; ","ZHANG, CHAOLIN ;"
"80037","8573618; ","KAMMERMEIER, PAUL J.;"
"80038","1964709; ","MAGUIRE, MICHAEL E;"
"80039","1929131; ","PLENGE, ROBERT M;"
"80040","1861572; ","WESTFALL, THOMAS C;"
"80041","1873354; ","GOLDFELD, ANNE ;"
"80042","10700022; ","WU, CHIA-YUNG ;"
"80043","1895083; ","VALE, RONALD D;"
"80044","1883013; ","KONIGSBERG, WILLIAM H;"
"80045","7944135; ","MYKYTYN, KIRK A;"
"80046","1893344; ","DUBOCOVICH, MARGARITA L;"
"80047","1925912; ","ZAMORE, PHILLIP D;"
"80048","1883745; ","MELLO, CLAUDIO V;"
"80049","1882983; ","LEATHERWOOD, JANET K;"
"80050","1921301; ","GARDNER, JEFFREY F;"
"80051","1901686; ","TURNER, DOUGLAS H.;"
"80052","8825717; ","PELLEGRINI, MATTEO ;"
"80053","3095530 (contact); 1929512; ","RUTTER, JARED P (contact); THUMMEL, CARL S.;"
"80054","10604236; ","GREENBERG, MICHAEL J;"
"80055","2072581; ","SMITH, EDWARD J;"
"80056","1877617; ","LIEBERMAN, HOWARD B.;"
"80057","1865995; ","CARMAN, GEORGE M.;"
"80058","1883158; ","SIMON, JEFFREY A;"
"80059","1879856; ","SHEA, KENNETH J;"
"80060","8860439; 8873246 (contact); ","HARRINGTON, MELISSA A; VAN GOLEN, CYNTHIA M. (contact);"
"80061","10723480; ","LANG, CHRISTIAN ALEXANDER;"
"80062","8771110; ","MENG, ELLIS ;"
"80063","6082879; ","YOUNG, KELLY ANSLEY;"
"80064","9062791; ","SHARP, JOSHUA S;"
"80065","10468008; ","MARSHALL, DIANE LEE;"
"80066","6691073; ","CAPRIOLI, RICHARD M;"
"80067","9696120; ","SHU, YAN ;"
"80068","1927948; ","WAYNE, MARTA L;"
"80069","1887691; ","LEIBOLD, ELIZABETH ANN;"
"80070","1863279; ","HARDEN, T KENDALL;"
"80071","1887657; ","RIO, DONALD C;"
"80072","1858404; ","LIU, HUNG-WEN ;"
"80073","8200116; ","HAGINS, MARSHALL A;"
"80074","9349153; ","WU, JIAN-QIU ;"
"80075","7691221; ","COMPTON, DUANE A.;"
"80076","1923469; ","EDISON, ARTHUR S;"
"80077","1895767; ","WASSERMAN, WYETH W;"
"80078","1930658; ","HANNA-ROSE, WENDY ;"
"80079","1863353; ","VON HIPPEL, PETER H;"
"80080","8567911; ","VAIDEHI, NAGARAJAN ;"
"80081","1877881; ","PATERSON, YVONNE J;"
"80082","10755989; ","FA, MING ;"
"80083","7748175; ","SEBASTIANI, PAOLA ;"
"80084","1895692; ","WHITTEMORE, SCOTT R;"
"80085","8875360; ","ANTILLA, JON ;"
"80086","1869355; ","KLIONSKY, DANIEL J.;"
"80087","6840612; ","KIGER, AMY A;"
"80088","1971856; ","POHL, NICOLA L;"
"80089","7547153; ","LONDERGAN, CASEY H;"
"80090","7742874; ","PETERS, JONAS C;"
"80091","1852587; ","LIPPARD, STEPHEN J.;"
"80092","1897527; ","CITOVSKY, VITALY H;"
"80093","1979614; ","TURTELTAUB, KENNETH W.;"
"80094","10105020; ","OHOUO, PATRICE Y;"
"80095","6905710; ","BRENNER, DAVID A.;"
"80096","9761787; ","ZHENG, SHENGPING ;"
"80097","2107111; ","JANOWSKI, BETHANY ANN;"
"80098","1898193; ","KEMPHUES, KENNETH J.;"
"80099","6119700; ","MANALIS, SCOTT R;"
"80100","8261139; ","ALKEMA, MARK ;"
"80101","8536188; ","WITTMANN, TORSTEN ;"
"80102","2089109; ","PARICHY, DAVID M;"
"80103","1861157; ","TUKEY, ROBERT H;"
"80104","1860714; ","HARTL, DANIEL L;"
"80105","7940973; ","MARSHALL, WALLACE ;"
"80106","1879853; ","JACOBSEN, ERIC N;"
"80107","1865994; ","BEGLEY, TADHG P.;"
"80108","1923683; ","HUSTEDT, ERIC J;"
"80109","7258889; ","MAYNARD, JENNIFER A;"
"80110","1876134; ","GRUNWALD, DAVID J.;"
"80111","1858038; ","BROOKS, CHARLES L;"
"80112","7038526; ","ALAM, HASAN B;"
"80113","1861853; ","MONDRAGON, ALFONSO ;"
"80114","1883110; ","STUEHR, DENNIS J;"
"80115","10317399; ","NESBIT, APRIL DAWN;"
"80116","7745410; 1949403 (contact); ","HOGAN, WILLIAM R.; WAGNER, MICHAEL MATTHEW (contact);"
"80117","7093033; ","BERN, MARSHALL WAYNE;"
"80118","8228184; 1965062 (contact); 8572329; ","ELSTON, TIMOTHY C; ERREDE, BEVERLY  (contact); GOMEZ, SHAWN MICHAEL;"
"80119","1860998; ","SMITH, WILLIAM L;"
"80120","6719875; ","TSUJI, YOSHIAKI ;"
"80121","6156914; 1964653; 2241370; 1896631 (contact); ","CARRERO-MARTINEZ, FRANKLIN A; CHAPARRO, MILDRED ; COPELAND, PAUL R; LANGER, JEROME ALAN (contact);"
"80122","1893684; ","GUMBINER, BARRY M.;"
"80123","8752436; ","PLATH, KATHRIN ;"
"80124","1860783; ","LENNARTZ, MICHELLE R;"
"80125","7018864 (contact); 1876031; ","IGLESIAS, PABLO A. (contact); ROBINSON, DOUGLAS N;"
"80126","2068304; ","GARFINKEL, DAVID J.;"
"80127","7040247; ","BERTRAND, GUY ;"
"80128","10571303; 9162227 (contact); ","LI, NA ; YANG, XIANBIN  (contact);"
"80129","2276026; ","VOLKMAN, BRIAN F;"
"80130","10721916; ","BOUGANIM, YOSEPH DAVID;"
"80131","1928383; ","VILLENEUVE, ANNE M;"
"80132","1871136; ","LANDER, ARTHUR D;"
"80133","1859111; ","HAINLINE, LOUISE ;"
"80134","8135556; ","FOKIN, VALERY V;"
"80135","1957339; ","KLEI, THOMAS R.;"
"80136","1893611 (contact); 1883228; ","GREEN, JONATHAN M. (contact); HOTCHKISS, RICHARD SAMUEL;"
"80137","6223734; ","EISENBERG, DAVID ;"
"80138","6062358; ","KATZMANN, DAVID J;"
"80139","8730267 (contact); 2096884; ","BOGGON, TITUS JONATHON (contact); TURK, BENJAMIN E;"
"80140","8069544; ","GILMORE, JAMES REID;"
"80141","1878825; ","BULL, JAMES JEFFREY;"
"80142","9805046; ","YE, TONG ;"
"80143","10513754; ","BULLARD, JAMES M;"
"80144","7117807; ","GRAVELEY, BRENTON R.;"
"80145","7215123; ","SAURO, HERBERT M.;"
"80146","6108679; ","BABBITT, PATRICIA CLEMENT;"
"80147","6100520; ","MORAN, JOHN V;"
"80148","8723447; ","FISCHHABER, PAULA LOUISE;"
"80149","1904304; ","SIMON, SANFORD M;"
"80150","8754700; ","GUEVARA, NATALIA V.;"
"80151","6585164; ","MAYNARD, HEATHER D;"
"80152","1877243; ","CLEVELAND, JOHN L.;"
"80153","6652282 (contact); 8335547; ","POLENOVA, TATYANA  (contact); WILLIAMS, JOHN CHARLES;"
"80154","6714868; ","PANNING, BARBARA ;"
"80155","8253086; 8967063 (contact); ","VOIGT, CHRISTOPHER A; WEINER, ORION DAVID (contact);"
"80156","2098825; ","ROELINK, HENK ;"
"80157","1964871; ","MITCHISON, TIMOTHY J;"
"80158","6829397 (contact); 10948431; 8582737; ","MA, YINFA  (contact); SHI, HONGLAN ; XIAO, HAI ;"
"80159","8466638; ","RAPPEL, WOUTER-JAN ;"
"80160","1883211; ","MILLHAUSER, GLENN L;"
"80161","1865979; ","SILVER, PAMELA A;"
"80162","1899293; ","HOPPER, ANITA K;"
"80163","1863219; ","KADONAGA, JAMES T.;"
"80164","9713281; ","DESAI, KEVIN K;"
"80165","1887769; ","JINKS-ROBERTSON, SUE ;"
"80166","6266245; ","BURCHARD, ESTEBAN GONZALEZ;"
"80167","9957487; ","DENIC, VLADIMIR ;"
"80168","9514861; ","LI, XIAJUN ;"
"80169","6061233; ","CRESPO, CARLOS J;"
"80170","1887733; ","HOLLOMAN, WILLIAM K.;"
"80171","1870012; ","CHANG, GEOFFREY A;"
"80172","1869097; ","EDINGER, AIMEE L;"
"80173","1859365; ","TANG, PEI ;"
"80174","6380746; ","CRIPPS, RICHARD MATTHEW;"
"80175","1922833; ","SCHIFFER, CELIA A.;"
"80176","6660587 (contact); 9542667; ","BRADSHAW, H.D. TOBY  (contact); SCHEMSKE, DOUGLAS ;"
"80177","1887601; ","ADAMS, JOSEPH ;"
"80178","6135986; ","ELDE, NELS C.;"
"80179","1882133; ","STOKES, DAVID L.;"
"80180","1897360; ","EBERSOLE, JEFFREY L;"
"80181","1888933; ","BOROWIEC, JAMES A.;"
"80182","9918428; ","DAHL, DAVID B;"
"80183","1859306; ","AKABAS, MYLES H.;"
"80184","3104718; ","KOTLER, MOSHE ;"
"80185","9216856; 6130971 (contact); ","DWORKIN, IAN MICHAEL; HOULE, DAVID  (contact);"
"80186","1905673; ","FEINSTEIN, PAUL ;"
"80187","1879891; ","MILLIGAN, RONALD A;"
"80188","1888209 (contact); 9487963; ","DIXON, JACK E (contact); WORBY, CAROLYN ANN;"
"80189","8536188; ","WITTMANN, TORSTEN ;"
"80190","3165182; ","DENTON, JEROD S.;"
"80191","10834601; ","DICKSON, KIMBERLY ANNE;"
"80192","6272585; 7951320 (contact); ","BURKART, MICHAEL D.; TSAI, SHIOU-CHUAN  (contact);"
"80193","6746193; ","ZARET, KENNETH S.;"
"80194","6362449 (contact); 1883117; ","MOERNER, WILLIAM E (contact); SHAPIRO, LUCILLE ;"
"80195","9842248; ","CROOKS, GAVIN E;"
"80196","1960468; ","DU, WEI ;"
"80197","10324721; ","COBEY, SARAH ;"
"80198","1866950; ","CRICH, DAVID ;"
"80199","9180983; ","BERRY, KATHERINE E;"
"80200","1859844; ","MCNAMARA, JAMES O.;"
"80201","1893792; ","TAYLOR, KENNETH ALLEN;"
"80202","2090608; ","TOMPKINS, RONALD GARY;"
"80203","6125110; ","BRASS, LAWRENCE F;"
"80204","1894530; ","FALKE, JOSEPH J.;"
"80205","1882754; ","ZACK, JEROME A.;"
"80206","1878650; ","HERZBERG, OSNAT ;"
"80207","1894361; ","ZAKERI, ZAHRA ;"
"80208","1870596; 7748160 (contact); ","CAMERON, CRAIG E.; RANEY, KEVIN D (contact);"
"80209","1887685; ","PON, LIZA A;"
"80210","1900165; ","MADHANI, HITEN D;"
"80211","1859096; ","KURTZ, DONALD M.;"
"80212","9634623; ","KRONFORST, MARCUS R;"
"80213","7837431; ","MURAKAMI, KATSUHIKO ;"
"80214","1894530; ","FALKE, JOSEPH J.;"
"80215","1898405; ","HENDRICKSON, WAYNE A.;"
"80216","1922046; ","MARTINDALE, MARK ;"
"80217","1929788; ","PARTHUN, MARK R;"
"80218","1966294; ","SCHUETZ, ERIN G;"
"80219","2105478; ","GODZIK, ADAM ;"
"80220","6064270; ","STEIMLE, PAUL A;"
"80221","1864123; ","HANDEL, TRACY M;"
"80222","7597543; ","YI, NENGJUN ;"
"80223","1884457; 1887694 (contact); 7022808; ","ANHOLT, ROBERT R. H; MACKAY, TRUDY F (contact); STONE, ERIC A;"
"80224","8655448; 1931123 (contact); ","CARVALHO, ANTONIO BERNARDO; CLARK, ANDREW G. (contact);"
"80225","9575805; ","RINN, JOHN LOUIS;"
"80226","7076809; ","PALMER, AMY E;"
"80227","1869021; ","ROBINSON, GENE E;"
"80228","1882754; ","ZACK, JEROME A.;"
"80229","1924230; ","LEE, LAURA ANNE;"
"80230","10539327; 1867470 (contact); ","RAMAN, RAHUL ; SASISEKHARAN, RAM  (contact);"
"80231","1950642; ","TRAVERSO, EDWIN E;"
"80232","8686199; ","SCHLOSS, PATRICK DAVID;"
"80233","7735270; ","HAN, JONGYOON ;"
"80234","1898316; ","GAO, JIALI ;"
"80235","1973518; ","MULLINS, R DYCHE;"
"80236","1923458; ","GRYK, MICHAEL R;"
"80237","3142206; ","OSTER, GEORGE F;"
"80238","9887390; ","BROWN, SAMUEL MORRIS;"
"80239","1895513; ","MONTAL, MAURICIO S;"
"80240","7622867; 7845920; 9749522 (contact); ","HASTY, JEFF M; HOFFMANN, ALEXANDER ; TSIMRING, LEV S (contact);"
"80241","2095035; ","CHANDONIA, JOHN-MARC ;"
"80242","1892568; ","OLSON, ARTHUR J.;"
"80243","1859109; ","SCHIMMEL, PAUL R;"
"80244","1879481; ","GOUAUX, JAMES E;"
"80245","10302397; ","WILLS, AIRON A;"
"80246","1887607; ","SIBI, MUKUND P.;"
"80247","9338617; ","ADLER, JILL ;"
"80248","8477398; ","MOOTHA, VAMSI KRISHNA;"
"80249","8846320; ","STETTER, JOSEPH R.;"
"80250","1862334; ","FU, XIANG-DONG ;"
"80251","10539517; ","JERNIGAN, KRISTIN KALIE;"
"80252","7354994; ","ABRAMS, JOHN MICHAEL;"
"80253","1989718; ","SUN, YI EVE;"
"80254","1864711; ","WARSHEL, ARIEH ;"
"80255","8357134; ","NIMIGEAN, CRINA M;"
"80256","11202017; ","POWERS, DAVID C;"
"80257","1884225; ","LANDY, ARTHUR ;"
"80258","10466609; ","MCCARTY, REID ;"
"80259","2189983; ","BUONORA, PAUL T;"
"80260","1939323; ","KIM, BAEK ;"
"80261","9710810 (contact); 11035013; ","FATH-GOODIN, ANGELIKA  (contact); GEISLER, CHRISTOPH ;"
"80262","10311245; ","CARDONA, ASTRID E.;"
"80263","3131175; ","RAJU, RAGHAVAN PILLAI;"
"80264","1964208; ","CHISHOLM, ANDREW D;"
"80265","8420343; ","STUKENBERG, P. TODD ;"
"80266","6617285; ","CORNISH, VIRGINIA W;"
"80267","3149347; ","MEDH, RHEEM D;"
"80268","1959106; ","LUINE, VICTORIA N;"
"80269","1920949; ","HENDRICKSON, ERIC A;"
"80270","1862815; ","ROBERTS, RICHARD J.;"
"80271","1864446 (contact); 6870274; ","HOSHI, TOSHINORI  (contact); OLCESE, RICCARDO ;"
"80272","6279751; ","MARCOTTE, EDWARD M;"
"80273","1895086; ","FORGAC, MICHAEL D;"
"80274","6168347; ","IYENGAR, SRINIVAS RAVI V;"
"80275","1870431; ","BEVERIDGE, DAVID LEWIS;"
"80276","8651033; ","LEWIS, SUZANNA E;"
"80277","1867545; ","SADEE, WOLFGANG ;"
"80278","1887723; ","PATTERSON, DAVID R;"
"80279","1964519; ","TOR, YITZHAK ;"
"80280","7876164; ","CHEMERS, MARTIN MYRON;"
"80281","8872583; ","MARCOTRIGIANO, JOSEPH ;"
"80282","1903079; ","BRODBELT, JENNIFER S;"
"80283","10357639; ","WANG, JIANLONG ;"
"80284","8866803; ","PANIAGUA, LUIS ALBERTO;"
"80285","7792747; 6182958 (contact); ","GHASHGHAEI, HOOMAN TROY; MUDDIMAN, DAVID C. (contact);"
"80286","10518164; ","LEE, MARLENE ANN;"
"80287","1871427; ","SHELANSKI, MICHAEL L;"
"80288","7039307; ","VOLDMAN, JOEL ;"
"80289","6711104; ","ZHOU, MING ;"
"80290","6272783; ","SORGEN, PAUL L;"
"80291","1930368; ","BASERGA, SUSAN J.;"
"80292","1859697; ","TOEWS, MYRON L;"
"80293","1863026; ","KRUGLYAK, LEONID ;"
"80294","7355826; ","SHARP, PHILLIP A;"
"80295","1894130; ","KREUZER, KENNETH N;"
"80296","1883088; ","STEARNS, TIM ;"
"80297","1891687; ","JARDETZKY, THEODORE S;"
"80298","7353738; ","MARRIOTT, SUSAN J;"
"80299","8965564; ","CARROLL, KATE SUZANNE;"
"80300","7117807; ","GRAVELEY, BRENTON R.;"
"80301","1859370; ","TOMLINSON, ANDREW ;"
"80302","8687002; ","HARDY, JEANNE ANN;"
"80303","9242491; ","ERMOLENKO, DMITRI ;"
"80304","1870028; ","KRISCHE, MICHAEL J;"
"80305","1886884; ","KELLEHER, NEIL L;"
"80306","1887825; ","PETSKO, GREGORY A;"
"80307","1918424; ","JARRETT, HARRY W;"
"80308","1868201; ","DISTEFANO, MARK D;"
"80309","1883204; ","TOLMAN, WILLIAM B;"
"80310","1866233; ","ROHATGI, RAJAT ;"
"80311","9523670; ","MCVEY, MITCH ;"
"80312","1902428; ","SINGER, JEFFREY D;"
"80313","7036028; ","IDEKER, TREY ;"
"80314","2450762; ","BURKE, DONALD S.;"
"80315","10464543; ","ATIENZA, ROXANNE L;"
"80316","1879943; ","GUMIENNY, TINA L;"
"80317","1860537; ","SCHLESINGER, LARRY S.;"
"80318","1877917; ","WARD, PETER A;"
"80319","1895826; ","HAUSINGER, ROBERT P;"
"80320","1944022; ","THOMAS, BILLY R;"
"80321","1923437; ","RYE, HAYS S;"
"80322","1867667; ","DOWNING, KENNETH H;"
"80323","1965053; ","SCHUPBACH, GERTRUD M.;"
"80324","10328201; ","HASPEL, JEFFREY ADAM;"
"80325","1922866; ","LIMA, CHRISTOPHER D.;"
"80326","2279965; ","VAN DER DONK, WILFRED A.;"
"80327","1883034; ","MARQUSEE, SUSAN ;"
"80328","10866692; ","LARSON, MATTHEW HERBERT;"
"80329","2218179; ","COLUMBUS, LINDA M;"
"80330","1863317; ","MEANS, ANTHONY R;"
"80331","8489194; ","ADKINS, JOSHUA N.;"
"80332","10770383; ","THOMAS, LEONARD M;"
"80333","1891259; ","KLINMAN, JUDITH P;"
"80334","1965164; ","KORNBERG, THOMAS B.;"
"80335","9335556; ","CHEREZOV, VADIM ;"
"80336","1922066 (contact); 8627500; ","RAND, DAVID M (contact); WU, ZHIJIN JEAN;"
"80337","6486092 (contact); 7934992; ","BOHMANN, DIRK  (contact); JASPER, HEINRICH ;"
"80338","6764461; ","BARKAI, NAAMA ;"
"80339","7894323; ","SHOHET, RALPH V.;"
"80340","1869994; ","GAUTAM, NARASIMHAN ;"
"80341","1955203; ","BOWER, ANNETTE A;"
"80342","11097679; ","CANNON, JEFFREY SCOTT;"
"80343","1857713; ","BEAVO, JOSEPH A;"
"80344","10303334; ","NIBBE, ROD K;"
"80345","10439777; ","GOULD, TRAVIS JOHN;"
"80346","1886379; ","COLLUM, DAVID B.;"
"80347","1927660; ","CHETKOVICH, DANE M;"
"80348","6876201; ","OZINSKY, ADRIAN ;"
"80349","9830077; ","ANDO, NOZOMI ;"
"80350","10098250; ","COLLINS, ELIZABETH SARAH HALPIN;"
"80351","1858028; ","TREISMAN, JESSICA E;"
"80352","6195173; ","CHAO, WEI ;"
"80353","9191672; ","CHENG, JIANLIN ;"
"80354","9356786; ","ARROWSMITH, CHERYL H;"
"80355","1992087; ","YAN, MINGDI ;"
"80356","1884566; ","HALPERT, JAMES R;"
"80357","10274815; ","MARINO, PAMELA ;"
"80358","1893734; ","BOURRET, ROBERT B.;"
"80359","2116119; ","LAUFMAN, LARRY E;"
"80360","1921644; ","PAZOUR, GREGORY J;"
"80361","2271526; ","VERDE, FULVIA ;"
"80362","10977620; ","ESPINOSA, HORACIO ;"
"80363","2494681; ","RANDOLPH, THEODORE W;"
"80364","1959471; ","WAGGONER, ALAN S.;"
"80365","9786445; ","LIACHKO, IVAN ;"
"80366","2081368; ","SHOICHET, BRIAN K;"
"80367","6287787; ","WALL, DANIEL ;"
"80368","1861390; ","LORAINE, ANN E;"
"80369","1883236; ","UNWIN, PETER NIGEL;"
"80370","6597841; ","SHAW, WALTER A;"
"80371","7926524; ","SANBONMATSU, KARISSA Y;"
"80372","10876661; ","ASSIS, RAQUEL ;"
"80373","8311276; ","KOBORI, HIROYUKI ;"
"80374","1898436; ","WEINSHILBOUM, RICHARD M.;"
"80375","1858062; ","GOTTSCHALK, ALLAN ;"
"80376","8035487; ","STELLING, JOHN ;"
"80377","9515852; ","GE, XIJIN ;"
"80378","10806135; ","LEBAR, MATTHEW DENNIS;"
"80379","1858054; ","LENTZ, BARRY R;"
"80380","1923665; ","PENG, JEFFREY W;"
"80381","8837282; ","SESAKI, HIROMI ;"
"80382","; ",",  ;"
"80383","6617880; ","JOHNSTON, JEFFREY NICHOLAS;"
"80384","2422285; ","WAND, A. JOSHUA;"
"80385","1931281; ","LEE, JEANNIE T;"
"80386","1861157; ","TUKEY, ROBERT H;"
"80387","8870847; ","RIVERA-PEREZ, JAIME A.;"
"80388","12249715; ","THORNTON, JANET ;"
"80389","8230418; ","MUNRO, EDWIN MARSHALL;"
"80390","1901667; ","HOCHSTRASSER, MARK W;"
"80391","6256024; ","SMITH, STEVEN OWEN;"
"80392","10795534; ","CLAXTON, DEREK ;"
"80393","7141765; ","KREBS, CARSTEN ;"
"80394","8064352; ","KIM, DO-HYUNG ;"
"80395","7927968; ","GHOSE, RANAJEET ;"
"80396","1969455; ","BEUTLER, BRUCE A;"
